x0,x1,x2,x3,x4,x5,y,s
-0.5932088167641478,0.8324661422588284,0.9886806389358316,-0.9623606971723057,0.15198815899110216,1.272116189741471,0,0
-1.6851945308079082,0.10641932274471189,1.1862469038858692,-1.069916222169329,0.1339078690449503,-0.8172036036627213,0,1
1.5928520643719872,0.1705660267701262,-0.1621124712384956,-0.10110273850048401,0.5763560176138087,-2.342246870407298,1,1
1.2057888039829996,-0.7636994559364335,1.1547139718738988,1.7565056573199063,1.011707307880034,0.9906419740195044,1,0
0.21901613815395193,-0.403834091710351,0.037991185711250486,-0.6688735264075385,-0.6379317470088856,-1.2930785944931573,0,0
2.126441827526385,-0.12019834358743646,-1.198172809336864,-1.2898074576519876,1.9536567479767233,0.28169591382735354,0,1
-1.4549544662522913,0.5801133729923058,0.6275400793067525,-0.8296001362492152,-0.5515268242807339,-0.015490022116927378,0,0
-1.1705006002286424,0.4052020642307479,1.7899293013345412,1.3121944456099215,1.6894873704713778,0.12395840615458031,1,1
0.25142178590159747,-0.07278008158880336,1.2064588975879436,-1.041465633523797,-1.6820979415155026,0.04152041363181408,1,0
0.7113836170455102,-0.8896014909026162,1.4774408867798647,1.3199355152475338,0.09745108408134207,0.2118746404544298,1,0
-1.2508317064844046,-1.434072663335236,-0.03750713296003083,0.8977819738020072,0.6401534423571412,-0.8119732927283112,1,1
1.0814065443924832,-0.990604337075828,-0.36020291922051817,-0.24723446854503084,-0.6251657882890393,-0.2798390758429393,0,1
-2.2552918196422387,-0.3247149947247542,0.9986333232057507,-0.9882781423193989,-1.984298449890609,-1.0301174234331814,0,1
1.285904920665289,1.7794485922701138,-1.5143550137853818,0.8103604523999466,-0.8464443748159226,-0.13803219746862735,1,1
-1.0812659295458893,-0.8241782798004911,0.5781759632150328,-0.8588826097870849,0.4139856289289939,-1.4202132730195294,0,1
0.18315203870928057,-0.7899488568997947,1.5269037763791842,-1.1323659956703152,-1.5310070653763155,1.7903091646278466,0,1
0.1977074407087954,0.6744991984345704,-0.38029987899775786,0.6882403392920238,0.16392595343337207,0.22598746010430507,1,1
0.8212011497518233,0.5548672402144881,-0.5915015683373527,-0.5191515913885132,-0.9243041684813366,-0.23642593837068013,0,0
0.0132091450647669,0.017829860006256772,0.5071678806262165,-0.8203555199794867,0.5529788371458881,-0.03205826148594767,0,1
1.1619176712128934,0.6741604622479136,-0.10101505321336557,1.1458764622315767,-1.112332173668987,-2.348966071854309,1,0
0.3375223281678575,0.2644692571326487,1.0997302298906568,-1.0235018992019755,0.3586202068075248,-1.2910049123905396,0,1
-1.018780576696333,0.5218174220190447,1.14375437588799,-1.051295791218236,-0.6992666558699421,0.495068429689332,0,0
1.518775005491651,-0.1863438621466802,1.4839567927000203,-1.1727024837348372,-1.0025550405807153,-0.27473948935922676,1,0
-0.04459867199522342,-0.7059851654989105,-1.3649104579176403,-1.3872099590786389,-0.7550339959104986,1.8966040685739283,0,1
2.0602140726246807,-0.44781500387176604,-1.2563070867534736,-1.1275610224765595,1.15423480489976,-0.12324193885113374,0,1
